target,id,date,flag,user,text
0,2176227045,Mon Jun 15 03:16:50 PDT 2009,NO_QUERY,Skylar_Thomas,P.s. Stillllll don't know what happened to my chapstick. 
0,2188338330,Mon Jun 15 21:42:59 PDT 2009,NO_QUERY,citygirl912,"@witenike Time zones are no fun!   Good night, friend!"
0,2058497330,Sat Jun 06 15:03:34 PDT 2009,NO_QUERY,ItsDNZLA,First i get BLASTED at work THEN this bitch really put mayo on my sandwich!! I SAID NO MAYO HO!!! 
4,2068040464,Sun Jun 07 13:23:45 PDT 2009,NO_QUERY,ramsin_taffles,"@trelllla when you put it that way, what the hell, I'll still take him!  he is rather yum, haha! you still got exams?"
0,1827458654,Sun May 17 10:45:15 PDT 2009,NO_QUERY,kimbarweee,"@hollyknowsbest LMAO nope! i'm on a healthy diet, even though my mmum made spag bol for dinner at like 1 earlier  i couldnt resist it!"
0,2186234965,Mon Jun 15 18:32:55 PDT 2009,NO_QUERY,imjoie,@badgirltanisha I miss seeing you 
0,2206183328,Wed Jun 17 06:08:26 PDT 2009,NO_QUERY,Jamiemcfarland,I WISH I WOULDNT GET SO DRUNK  LOL FUNNY THO 
0,1679901385,Sat May 02 10:26:40 PDT 2009,NO_QUERY,nellybelly77,is hoping the sprinkles go away soon 
4,1573878174,Tue Apr 21 03:16:53 PDT 2009,NO_QUERY,supersara2001,Eating pasta and meatballs for brekky 
0,1985589594,Sun May 31 17:23:48 PDT 2009,NO_QUERY,jakemay1,@LeeMifsud Damn you and your girl. Mine went home today 
4,2056136821,Sat Jun 06 10:35:35 PDT 2009,NO_QUERY,sangeyvang,@davidarchie I lovedd the shiny suit! 
4,2015541614,Wed Jun 03 04:56:06 PDT 2009,NO_QUERY,entrup,@msobie great! Thanks for asking.. Now let's get me added to the Linkined group to spruce things up a bit.. 
4,2009188976,Tue Jun 02 15:17:23 PDT 2009,NO_QUERY,qbee27,@MsKnitSox it made me smile thinking about it haha 
4,1996312763,Mon Jun 01 14:52:37 PDT 2009,NO_QUERY,Ally2you,"@maggiedickson I saw it and i can't wait, i'll be there for sure!! "
4,1979552684,Sun May 31 03:32:23 PDT 2009,NO_QUERY,CierraD,Nap time. Up in 3hrs. So much fun today 
4,1957184180,Thu May 28 23:45:20 PDT 2009,NO_QUERY,Cass1137,is at the house 
4,1980855268,Sun May 31 07:50:39 PDT 2009,NO_QUERY,messingalicia,Susan Boyle is in the finals 
4,2184394008,Mon Jun 15 15:50:45 PDT 2009,NO_QUERY,BlackTsChica,@SamFrench_25_32 The car on my background under Dude is really mine. The glasstop Mustang is on my wishlist. 
4,1993793709,Mon Jun 01 10:56:30 PDT 2009,NO_QUERY,chrysb,@JeepersMedia We made some changes to the webcam stuff and it looks like your lag went away! Great!  http://twitvid.io/ab24
4,1989380172,Mon Jun 01 01:19:37 PDT 2009,NO_QUERY,fouadm,@gsmbk bro IE rocks i really mean it 
4,1468070100,Mon Apr 06 23:33:08 PDT 2009,NO_QUERY,sezz707,@Lukaskywalker I watched oth s5 again 
0,2233535117,Thu Jun 18 21:30:16 PDT 2009,NO_QUERY,kristylovesrock,good night losers...have to wake up early manana 
0,2056822874,Sat Jun 06 11:51:38 PDT 2009,NO_QUERY,MayraAleja,OMG.! Why are saturdays SoOoo Boriing to mee.!?  Giive me sOome F.U.N.!
4,1469899261,Tue Apr 07 07:45:01 PDT 2009,NO_QUERY,Romaneee,Twitter in japanese ? huuum yeaaaaah  In French please &gt;&lt;
4,2002212311,Tue Jun 02 03:31:06 PDT 2009,NO_QUERY,timetogolanax,is chatting on facey with @JuliaBier and Matt about the Maine 
0,1978130879,Sat May 30 22:31:13 PDT 2009,NO_QUERY,angelaschillaci,i'm leaving for my cross-country road trip in the morning and i'm already missing my bean girls! 
0,2228117653,Thu Jun 18 14:02:30 PDT 2009,NO_QUERY,Miss_KrisB, This mood is more shittysweet then bitter. At least it's FINALLY gettin fixed. UGH.
0,1985708135,Sun May 31 17:37:22 PDT 2009,NO_QUERY,DeidraWhatley,is going to be so sad when her friend moves back to Land O'...especially since I can't drive until Aug due to this bum foot 
4,1999020806,Mon Jun 01 19:30:32 PDT 2009,NO_QUERY,JustLife,to a certain intern out there..remember  to surrender your summer to the LORD..you are doing this for him! So proud of you!  
4,2178255794,Mon Jun 15 07:25:48 PDT 2009,NO_QUERY,jradc,@Priestly_B just saying HI in the twitter timeline! 
4,2057672669,Sat Jun 06 13:26:43 PDT 2009,NO_QUERY,Dennis2910,@PrincessSuperC have fun Cici  hope the concert was amazing^^ will u support Brit on her concert in Germany too? hope to see u there then*
0,1827595379,Sun May 17 11:02:34 PDT 2009,NO_QUERY,alliewood,@CASSANDRAPANTS me toooo  you're going to have the besttt time! I want a play by play down to the minute!! Well the hour at least
0,1962825816,Fri May 29 11:44:33 PDT 2009,NO_QUERY,paulhanna,"@dietsch Union Square? Somerville? You're better off with the 87. That probably helps you zero at this point, though. "
0,2247183873,Fri Jun 19 18:42:56 PDT 2009,NO_QUERY,Artsoldier1,Hanging out with the whole crew and sending off Our friends who leave for Houston in two days  
0,2059434778,Sat Jun 06 16:55:45 PDT 2009,NO_QUERY,olsonk,The Olson family has been sick for several days.  We had some big plans for the weekend which have been thrown out now 
0,1973647816,Sat May 30 11:33:37 PDT 2009,NO_QUERY,carielynn,Need to get ready for work. It's too nice outside to go be in the bookstore all afternoon. 
0,2061118018,Sat Jun 06 20:12:50 PDT 2009,NO_QUERY,livluvtaylor,@mileycyrus http://twitpic.com/6shtr - im so jealous of ur hair 
4,1979814030,Sun May 31 04:36:45 PDT 2009,NO_QUERY,LilahMcfly,@tommcfly when will you  come back home? Oh and does Dougie feel better? send him and to the all band big love from the israelis fans 
4,2178505717,Mon Jun 15 07:48:04 PDT 2009,NO_QUERY,QueenofCookiez,@BethanPie LOL Aerobic Step Class is just evil no matter what...  
4,1965335338,Fri May 29 15:44:21 PDT 2009,NO_QUERY,Pikkiboo,@literalpoet just think real hard. You will kno what's right. Lol. That's where I am right now. It will be all god. 
0,2053646674,Sat Jun 06 05:15:29 PDT 2009,NO_QUERY,Neicyd09,Wishing Maxwell would stop in Chi-town. Miss him terribly. 
4,2183125776,Mon Jun 15 14:04:49 PDT 2009,NO_QUERY,jswo,"In addition to the comfort factor, there's also the 1) libertarian and 2) laissez-faire in me that contribute to my dislike of helmets. "
0,2063298308,Sun Jun 07 02:06:07 PDT 2009,NO_QUERY,awesomegrizzly,bored again 
0,2001483217,Tue Jun 02 01:01:56 PDT 2009,NO_QUERY,aldenkramer,&quot;fuck friends&quot;? That made me feel great 
0,1998304948,Mon Jun 01 18:19:52 PDT 2009,NO_QUERY,Ecomics21,"@JeepersMedia I'm watching your blogtv, but I can't say anything cause I'm not added as a friend "
4,1985435922,Sun May 31 17:05:54 PDT 2009,NO_QUERY,HushedAffection,Can you eat Animal crackers if you're a vegetarian? HAHAHAAAA!! That just cracks me up! 
4,1994229059,Mon Jun 01 11:36:45 PDT 2009,NO_QUERY,captionsarecool,exempt from all but two classes 
4,2182200099,Mon Jun 15 12:51:19 PDT 2009,NO_QUERY,18_Myra_32,COME ON WHEN I FEEL LIKE IT 
0,2195425777,Tue Jun 16 11:06:48 PDT 2009,NO_QUERY,KellyDP11,Why does everything remind me of what I'm trying so hard not to think about? An old eye exam bill... Wow. 
4,2064176446,Sun Jun 07 05:28:34 PDT 2009,NO_QUERY,Megbigood,&amp;asherja ANOTHER fine? I think u should ask your company to pay! 
0,2064665029,Sun Jun 07 06:52:10 PDT 2009,NO_QUERY,stephamarie22,I don't want to go! 
0,2243582312,Fri Jun 19 13:38:05 PDT 2009,NO_QUERY,myfunclub,"@crazydiamondsi Eh up you  We are talking SAAB 9-5 se, estate too. Had to get a 2.0t as insurance wouldn't touch Poppet on a 2.3t "
0,2242097066,Fri Jun 19 11:45:55 PDT 2009,NO_QUERY,jtinkjr,cant believe rafa nadal dropped out of wimbledon 
0,1693958550,Mon May 04 00:27:51 PDT 2009,NO_QUERY,JensenDean1313,getting sad that Supernatural has nearly ended 
0,2221361675,Thu Jun 18 05:14:12 PDT 2009,NO_QUERY,yorkybar87,is happy to be back in Manc but is not happy with the weather!! 
0,2177186370,Mon Jun 15 05:37:40 PDT 2009,NO_QUERY,Ramkarthik,@vidhyavenkat Yeah IPT 
4,2192337203,Tue Jun 16 06:53:04 PDT 2009,NO_QUERY,nikibrown,@magnt  no problem! love the new logo! Although google wave seems to have copied and basterdized it haha j/k
4,2049126572,Fri Jun 05 16:20:26 PDT 2009,NO_QUERY,sensible,"@pinktank1 hahah, i love the monster mash. i'll have to blip it. and yes, i have been putting the kids in bed, being careful at it "
4,1998654818,Mon Jun 01 18:54:34 PDT 2009,NO_QUERY,kayla,"@uutf I had to be somewhere else today, will continue to email it up. "
0,1681059076,Sat May 02 13:07:13 PDT 2009,NO_QUERY,GallifreyReject,Boring arse Saturday afternoon.. and my roller blades are missing 
4,1967774410,Fri May 29 20:11:17 PDT 2009,NO_QUERY,xCAROxx,@ladygagafan1 not much!  sorry i didnt reply so quick. im looking at stupid stuffs.
4,1985660397,Sun May 31 17:31:58 PDT 2009,NO_QUERY,pagan_spell,"You're welcome  @YonghoShin I jst finished Think &amp;Grow Rich, too.Will start to read it again straight away..might have missed smthing, lol"
0,1980725423,Sun May 31 07:30:52 PDT 2009,NO_QUERY,danahalsubagha,i have 2 essays and a project due tomorrow that i haven't even started... all for one  class too 
0,2054853971,Sat Jun 06 08:12:54 PDT 2009,NO_QUERY,TrishaSalonga,"@DavidGuison Okay, you owe me some KFC brownies now! HOHO!  just eating apples."
0,1989299184,Mon Jun 01 01:02:17 PDT 2009,NO_QUERY,LibethDominguez,Me sad cus i didn't finish watching the machinist 
0,2189846995,Tue Jun 16 01:03:57 PDT 2009,NO_QUERY,yowhatupz,@webb_neck haha yeahh same here. although the ending was so sad. i was like 
4,2063709392,Sun Jun 07 03:46:09 PDT 2009,NO_QUERY,rinmd,tomorrow is the beginning of a new module. TMK. hope it'll be easier than MKK. 
4,1990258934,Mon Jun 01 04:21:39 PDT 2009,NO_QUERY,wesselkuit,On the way to ijburg  http://yfrog.com/06sq2wj
4,2000072729,Mon Jun 01 21:21:21 PDT 2009,NO_QUERY,lrz,@hfiguiere you should svn up the Subversion sources 
4,1972577317,Sat May 30 09:29:17 PDT 2009,NO_QUERY,_NesQuik_,lastnight was a f*n blast! now i'm gonna go eat some arroz con pollo 
0,1976621099,Sat May 30 18:36:13 PDT 2009,NO_QUERY,Jezebel816,My brother must hate me. He didn't answer his phone  and he didn't call me back. Either that or he's sleeping or at work. ;)
4,1997735835,Mon Jun 01 17:22:03 PDT 2009,NO_QUERY,TraceyHewins,@davehillman SORRY!!! LOL I've got a bit of a headache 
0,2255680505,Sat Jun 20 11:37:40 PDT 2009,NO_QUERY,Crowwoman,Wishing I could find Simon again........Can't get back on site.......  
0,1693198754,Sun May 03 21:50:18 PDT 2009,NO_QUERY,TayGoGo,didn't study enough this weekend  butilovesum1hehe
4,1836046760,Mon May 18 07:16:02 PDT 2009,NO_QUERY,radiodude,@blair42 Good thing i grabbed one before I left for work 
4,2011184826,Tue Jun 02 18:37:05 PDT 2009,NO_QUERY,juliiettttx0,Just posted a pointless bulletin on myspace 
0,2321693185,Wed Jun 24 21:25:37 PDT 2009,NO_QUERY,NOTjanelle,So it hit me today..he's not coming back for another 4daaays. &amp;I'm dyinnnn here! 
0,1548282856,Fri Apr 17 20:31:49 PDT 2009,NO_QUERY,gatchabert,@Ravels Both my teams lost yesterday 
4,2189658213,Tue Jun 16 00:34:17 PDT 2009,NO_QUERY,Elonis_Mama,goodnight all... have a blessed filled night/morning/day/week/month/year! 
4,2188470976,Mon Jun 15 21:57:39 PDT 2009,NO_QUERY,TaraBusch,"Night, dreams, hopefully some lucid writing. Send me your mp3's for next monday!!  http://tinyurl.com/l8ojax"
4,1551393519,Sat Apr 18 08:56:30 PDT 2009,NO_QUERY,emohhhleee,ahh.. another beautiful day  prlly tanning outside.
0,2181467139,Mon Jun 15 11:52:01 PDT 2009,NO_QUERY,XxCrazYTweeTxX,Oh it's make me sick It's rainin all day long!! I hate rain! comon I will buy the Album!!!! but I cant IF IT RAINS!!!!!!! 
0,2053725526,Sat Jun 06 05:30:41 PDT 2009,NO_QUERY,AceMas21,@GHmltn I know......just dont wanna 
0,1985910930,Sun May 31 18:00:26 PDT 2009,NO_QUERY,katiealyse,omg my birfday in 9 days  vegas in 11!!
0,2264314478,Sun Jun 21 03:28:24 PDT 2009,NO_QUERY,MissCarrie88,Studying trade mark law when such good weather is a pity.. 
0,2013985242,Wed Jun 03 00:07:43 PDT 2009,NO_QUERY,novacrash,I'm starting to feel super sick.  Why oh why do I have to work all night??
0,1825018648,Sun May 17 03:59:09 PDT 2009,NO_QUERY,Flickie,Going to enjoy my day in work looking like a drowned rat. Fun times 
0,1760041966,Sun May 10 20:31:48 PDT 2009,NO_QUERY,missparys,ughhhh icing my swollen leg 
4,1963686021,Fri May 29 13:05:44 PDT 2009,NO_QUERY,LGiaPeace,@vestokes here's the @LifeRollsOn http://bit.ly/bwJ6O tee link. 
4,2063252789,Sun Jun 07 01:55:56 PDT 2009,NO_QUERY,nandaaaa,you only need one??? oh daaang it .. i already bought you like 10 puppies LOL 
4,2190148965,Tue Jun 16 01:54:33 PDT 2009,NO_QUERY,thunday,This is kind of cool 
4,1991365086,Mon Jun 01 06:54:25 PDT 2009,NO_QUERY,raye__,@j0ames meee!... too bad I live in Sydney! Make down under your next trip 
4,1997180031,Mon Jun 01 16:23:42 PDT 2009,NO_QUERY,glasgirl,@gryffindorgal87 Oh definitely. WS is a life-changer 
0,1971209297,Sat May 30 06:31:07 PDT 2009,NO_QUERY,GreetingsFromJA,fuck! I dont wanna work 
4,1564072621,Mon Apr 20 01:37:48 PDT 2009,NO_QUERY,g4eid,"A Monday full of meetings, not good when you're trying to catch up after two weeks off, never mind, soon be 6pm and G&amp;T time "
0,2325222839,Thu Jun 25 05:01:36 PDT 2009,NO_QUERY,chelleart,"@calvilla it was sold out!  u should only trust the michelle review - a bit long, plot played out 2 much in dialogue but still enjoyed!!"
0,1976778386,Sat May 30 19:02:38 PDT 2009,NO_QUERY,effedparkslope,@MissSomething AH-greed...5 tums and I'm still laid out 
4,1982415860,Sun May 31 11:09:50 PDT 2009,NO_QUERY,genessar,@wilw that truely is magical and made me laugh out loud 
4,1755510889,Sun May 10 09:19:34 PDT 2009,NO_QUERY,premiumblendwho,Happy Mother's Day 
4,1755122413,Sun May 10 08:19:02 PDT 2009,NO_QUERY,eberduu,going outt for supper tn(:    Happy Mothers Dayy 
0,1685602717,Sun May 03 01:09:06 PDT 2009,NO_QUERY,tracy_anne8,Getting pulled over...not a good ending for tonight...especially for my poor bf 
4,2189699376,Tue Jun 16 00:40:43 PDT 2009,NO_QUERY,AimlyA,@Phoenix0rion .. I'd love to see the finished product. (Website) 
0,2234529613,Thu Jun 18 23:13:48 PDT 2009,NO_QUERY,CofCgal,im gonna do the dishes then go to sleep. 
4,2065041673,Sun Jun 07 07:45:48 PDT 2009,NO_QUERY,Keadabeada,"Good morning tweeple! I have four chapters to read, notes to take, things to write, and other constructive things to avoid doing today. "
4,1957301396,Fri May 29 00:05:40 PDT 2009,NO_QUERY,misschibii,Annyeong everyone!  (It's either Hi or Goodbye; but I just want to say HI) D
0,1468739815,Tue Apr 07 03:28:23 PDT 2009,NO_QUERY,blckshpby,torrents are taking foreverrrr. why is it so slow  fuck you youtube for halting my tv watching.
4,1995274450,Mon Jun 01 13:13:44 PDT 2009,NO_QUERY,samithegreat,@jasonwebley http://twitpic.com/6f5bj - aw that's my birthday  id i could get to seattle i'd be there
0,2055138414,Sat Jun 06 08:46:11 PDT 2009,NO_QUERY,hyper_lui,clean up.. study.... fun weekend... 
4,1972631274,Sat May 30 09:35:21 PDT 2009,NO_QUERY,kattypillar,@missdolan HAHAHAH gota love carniesss attire  meateater? dont you mean maneater?
0,2062857895,Sun Jun 07 00:32:09 PDT 2009,NO_QUERY,AirliesBird,Feathers away in bournemouth all week... Miss him terribly 
4,2067739405,Sun Jun 07 12:52:31 PDT 2009,NO_QUERY,jol33n09,my name y flip-flops  http://twitgoo.com/opzn
0,2256862549,Sat Jun 20 13:25:15 PDT 2009,NO_QUERY,hopefullyjaded,Yep...that last yawn did it...gotta go fetch me a redbull...wish we still had blue full throttle here 
4,1979417941,Sun May 31 02:57:52 PDT 2009,NO_QUERY,dcartwr2,TEN Niche Affiliate Websites for only $7.00??? It's TRUE! Check it out before they pull it. It's a Holidays leftover! http://tr.im/jeeg 
0,1978991259,Sun May 31 01:12:13 PDT 2009,NO_QUERY,shanzehmichelle,is in islamic- kill me now 
0,2053162803,Sat Jun 06 03:31:15 PDT 2009,NO_QUERY,andreatummons,me and my kids are sick 
0,2053179608,Sat Jun 06 03:35:10 PDT 2009,NO_QUERY,davidelrizzo,"@maddisondesigns - let me know if Terminator is any good, keeps getting 2 stars "
4,2058898094,Sat Jun 06 15:50:53 PDT 2009,NO_QUERY,patricmichael,"@LisaTroy Oh.   Thats so much a non-issue I didnt even think about it.    Lil' Will is totally misogynistic, I fear."
4,1977375191,Sat May 30 20:51:05 PDT 2009,NO_QUERY,shaimariie,now! the LAKERS! ummm...dwight...all umma say is I'll pray 4 u..but we already kno wasup!lol good luck tho hahahaha 
4,1753367489,Sun May 10 01:17:39 PDT 2009,NO_QUERY,japhun,@wlauw  yea dongggg
4,1468802023,Tue Apr 07 03:48:42 PDT 2009,NO_QUERY,jlee_,"@savagestar eh dude so do i, so do i. thanks "
0,1751288676,Sat May 09 19:06:03 PDT 2009,NO_QUERY,Kat77,@car4dave nawww i can handle my family. it's the son of god! he got the wrong idea and rebuffed an advance that wasnt there. 
0,1976583687,Sat May 30 18:30:26 PDT 2009,NO_QUERY,BillyHodges,Heading to Ybor City for Sushi with my bud Jason. Fam is in Tx.  
4,2014307920,Wed Jun 03 01:06:02 PDT 2009,NO_QUERY,gerrymoth,"@munkimatt Its okay, Celtic have come out and said Adam's is talking crap "
4,1468572857,Tue Apr 07 02:29:36 PDT 2009,NO_QUERY,TferThomas,"@berrygurl919 hmmm, my Pearl had a fatal erro occur during a firmware upgrade, &amp; won't do anything including switch on. Unbricking now "
4,1991259871,Mon Jun 01 06:42:31 PDT 2009,NO_QUERY,james__rhodes,@BenjaminFolds masking tape. A buck 50 from any hardware store 
0,1759727609,Sun May 10 19:51:14 PDT 2009,NO_QUERY,aingles,@daniellllle i didn't even notice that you twittered me.  sorry i almost killed us  but were alive so get ready for this weekend!
0,2010295840,Tue Jun 02 17:08:34 PDT 2009,NO_QUERY,soofia_jb,"@AntoneellaP  Aww   I am  saad,  very sad      I need you help,  I call to you? :R"
0,1826448126,Sun May 17 08:32:09 PDT 2009,NO_QUERY,jeremyharold,Back home and back to work! 
0,1969446013,Sat May 30 00:03:45 PDT 2009,NO_QUERY,courtney_woods,just watched jay's last show  Bring on conan!
4,1996275020,Mon Jun 01 14:48:56 PDT 2009,NO_QUERY,N1cole_Fearless,....what am i doing?? what are you doing.?.ppl talk to me! 
4,2052302365,Sat Jun 06 00:16:44 PDT 2009,NO_QUERY,ABabyBlueEyes,@iamroccett Yeah. We see you struggling LOL! Look after my lovely @HipHopNonStopTV  xx
0,1998085922,Mon Jun 01 17:58:14 PDT 2009,NO_QUERY,cmarie03,@bvogn Sounds fun!  Wish I was there!  I applied to some jobs in NY...but no response yet 
4,2190690678,Tue Jun 16 03:27:14 PDT 2009,NO_QUERY,TwtMarketerPro,@RiesOuwerkerk thank you for joining http://twittermarketerpro.com 
4,2063829667,Sun Jun 07 04:14:25 PDT 2009,NO_QUERY,TrumpNetwork1st,via @Darlingdear7: Howdy!! Welcome to my crowd!! i hope you dont mind being a part of them! 
0,2058137708,Sat Jun 06 14:20:25 PDT 2009,NO_QUERY,katherinehardy,Pedicure was great now shopping and I'm running out of money 
4,2045338782,Fri Jun 05 10:34:59 PDT 2009,NO_QUERY,Chairgirl1,"@ModernEcoHomes Will do! Busy organizing our shipments for NeoCon, but I'd love to catch up with you next week - I'll email you "
4,2016214154,Wed Jun 03 06:22:53 PDT 2009,NO_QUERY,leiree,"@sophieuuu thnx for following, nice to meet you "
4,2052483490,Sat Jun 06 00:53:12 PDT 2009,NO_QUERY,LettyM,@itslesliecarter Happy birthday ! 
4,2000534549,Mon Jun 01 22:20:06 PDT 2009,NO_QUERY,fotofreak365,@mallyflip you should bring sonic here! The Northwest would love to have Sonic! 
4,1989411186,Mon Jun 01 01:26:25 PDT 2009,NO_QUERY,MusicADdicts,@FROactiv I think we did meet if I'm not mistaken  But I just never understood why dudes hurt the good women and vice versa..Its not fair
0,2226907682,Thu Jun 18 12:32:12 PDT 2009,NO_QUERY,GGRenee,I hit my head cause I was hopping down the stairs on one foot... 
4,2001947559,Tue Jun 02 02:37:30 PDT 2009,NO_QUERY,whiteknight2,"crap , hi all "
4,1998716742,Mon Jun 01 19:00:37 PDT 2009,NO_QUERY,GoldenTouch4,@atlgreekpicnic right &amp; u know some ol skool is going to break out a sweater. Lol 
